Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress 
003FDP,"Hemporium, LLC",Hemp,,,,admin@hemporiumstores.com,,,"3221 Brookneal CtNorfolk, VA 23513"
Hempful Farms Ltd,Hempful Farms LTD,Hemp,,,,hempfulfarmsinc@gmail.com,6023686922,,"Rd EE.5Rocky Ford, CO 81067"
52-MFP20-0000449,Hemp - Farmer Outlet,Hemp,,,,,2818021148,,"7814 Muskrat CtAlamosa, CO 81101"
003BAF,Healing Power of Hemp,Hemp,,,,,,,
03-MFP19-0000152,Headley Hemp LLC,Hemp,,,,headleyhemp@gmail.com,,,"2145 Fairview RdWoodstock, VA 22664"
H&C Horizon,"HCx, LLC",Hemp,,,,tony.murr@luckettinc.com,502-561-0070 ext 216,,"Franklin, KY 42134"
Hau Processing,Hause LLC,Hemp,,,,au@hauprocessing.com,7202429022,,"2200 E 76th AveDenver, CO 80229"
"003BF6, 17-MFP19-0001768","Harvest Ventures West, LLC",Hemp,,,,,8572410344,,"4827 Thunderbird DrBoulder, CO 80303"
003DY1,Hard Soda Company,Hemp,,,,john@ramblinghousesoda.com,(614) 301-5211,,"2632 N High St, Unit A RearColumbus, OH 43202"
39_0098P,Happy Flower Company,Hemp,,,,info@happyflowercompany.com,3033783057,,"10594 Adams CirNorthglenn, CO 80233"
003FBM,"Green Mountain Logistics, LLC",Hemp,,,,,9042333257,,"37566 Back River RdPaonia, CO 81428"
CBD Garage,Greener Solutions Inc,Hemp,,,,info@cbdgarage.com,3035898615,,"4625 Wintercress LnBoulder, CO 80304"
48-MFP20-0000117,Goodview Hemp,Hemp,,,,goodviewhemp@gmail.com,,,"105 Dove Valley DrGoodview, VA 24095"
"Rocky Mountain Soda Company, Colorado's Best Drinks, and Lifted Libations","Golden Global Goods, Inc",Hemp,,,,drew@rockymountainsoda.com,7207727632,,"4420 Glencoe StDenver, CO 80216"
Page 28 of 37,"Globex Extraction Services, Inc",Hemp,,,,,2508842774,,"1140 N Denver AveLoveland, CO 80537"
Globex Extraction Services Inc,Hemp,Hemp,,,,,,,
GLOBAL WIDGET PLANT,Hemp,Hemp,,,,,,,
General Processing LLC,"General Processing, LLC",Hemp,,,,allan@generalprocessingllc.com,9702759890,,"1521 Oxbow DrMontrose, CO 81401"
"0033HZ, 16-MFP19-0000336",GenCanna Acquisition Corp,Hemp,,,,,,,
P_2270,G5 Marketing LLC,Hemp,,,,,9545206836,,"Fuller Farms, LLCKY || 6574 FL-7Coconut Creek, FL 33073"
P_0339,"Fountain of Health Supplements, LLC",Hemp,,,,lauren@fohcbd.com,7206290062,,"12424 Big Timber Dr, 3Conifer, CO 80433"
"Foothills Ventures, LLC",Hemp,Hemp,,,,,,,
FM Labs LLC,Hemp,Hemp,,,,,,,
63-MFP20-0000189,Flowerchild,Hemp,,,,,,,
"09-MFP20-0001274, 54-MFP20-0000198",Firepower Energy Solutions LLC,Hemp,,,,,9707658267,,"3599 Co Rd 318Ignacio, CO 81137"
Fibonacci,Hemp,Hemp,,,,,,,
Fathom Processing Inc,Hemp,Hemp,,,,,,,
Farmhouse Hemp,Farmhouse Organics LLC,Hemp,,,,crosby@farmhousehemp.com,9702194610,,"1007 N College Ave, Unit BFort Collins, CO 80524"
36-MFP19-0000543,Fantasy Candies,Hemp,,,,fantcandy@aol.com,(440) 461-4511,,"5338 Mayfield RdLyndhurst, OH 44124"
39_0172P,F6 Pharma,Hemp,,,,,,,KY
P_2227,EZ Hayim Holdings S.P.C.,Hemp,,,,dylan@lazarusnaturals.com,(971) 754-5097,,"1116 NW 51st StSeattle, WA 98107"
11061,"Extract Wellness, LLC",Hemp,,,,,,,KY
P_1865,Exclave Holdings Inc.,Hemp,,,,John@greenremedy.com,"502-384-8375, 502-507-1650",,"Louisville, KY"
Diesel Haus Extracts,"Everything Diesel, Inc.",Hemp,,,,johnlkelly11@gmail.com,9707615186,,"499 Enterprise StHayden, CO 81639"
55-MFP19-0001455,"Eurofins Microbiology Laboratories, Inc.",Hemp,,,,,,,KY
P_0244,Ethereal Analytics LLC,Hemp,,,,ethanberney47@gmail.com,4053238900,,"1329 Sherman DrLongmont, CO 80501"
07-MFP20-0001011,Eterna Hemp LLC,Hemp,,,,,,,KY
P_0512,"ERL, LLC",Hemp,,,,,,,
Erkati Inc,Hemp,Hemp,,,,,,,
Endourage LLC,Hemp,Hemp,,,,,,,
Emmek LLC,Hemp,Hemp,,,,,,,
"Elixinol, LLC",Hemp,Hemp,,,,,,,
GVB Colorado,Elite Sales and Services Colorado LLC,Hemp,,,,info@gvbbiopharma.com,7864480078,,"2601 Blake StDenver, CO 80205"
17-MFP21-0000403,"Elite Botanicals, LLC",Hemp,,,,trey@elitebotanicals.com,9706248907,,"211 Versaw Ct, Unit ABerthoud, CO 80513"
63-MFP19-0001138,"Elevation Farms CO, LLC",Hemp,,,,,,,
Elemental Processing LLC,Hemp,Hemp,,,,,,,
Eden Partners LLC,Hemp,Hemp,,,,,,,
Eco Gen Inc.,"EcoGen, Inc",Hemp,,,,ap@ecogenbiosciences.com,9704330275,,"5513 CO-348Delta, CO 81416"
"40-MFP20-0000266, 16-MFP20-0000179",Eco Development,Hemp,,,,,,,KY
P_1728,"EB Transaction Sub 1, LLC",Hemp,,,,billy.cooke@canopygrowth.com,3039127623,,"29300 US-40Evergreen, CO 80439"
"0031Y9, 31-MFP18-0001896",Earth Pharmaceuticals LLC,Hemp,,,,heidi@earthpharm.org,3036685362,,"10901 E Jewell AveAurora, CO 80012"
03-MFP18-0001969,"Dutch Naturals Processing, LLC",Hemp,,,,,,,KY
P_2264,Draconis Extraction Technologies LLC,Hemp,,,,,,,KY
P_0442,DiGEN Distribution Company,Hemp,,,,,8328570505,,"1942 BroadwayBoulder, CO 80302"
003DKF,"De Vega, LLC",Hemp,,,,,5129138232,,"2900 E Whitestone BlvdCedar Park, TX 78613"
0039NW,"Demeetra AgBio, Inc.",Hemp,,,,jcrawford@demeetra.com,315-351-9115,,KY
P_2024,"Delta Agriculture Partners KY, LLC",Hemp,,,,,,,KY
P_2269,Delta-9 lab,Hemp,,,,,,,KY
P_1742,Delta 9 Distributions,Hemp,,,,,7192919196,,"905 Conejos StColorado Springs, CO 80903"
Dei-Thyme Herb N Bees,Hemp,Hemp,,,,,,,
"DeCorsa, LLC",Hemp,Hemp,,,,,,,
Trill Pills,"David Threlfall, LLC",Hemp,,,,david.trillboulder@gmail.com,9707367223,,"1845 Range St, Unit BBoulder, CO 80301"
"CWC Consulting, Sales, and Services, LLC",Hemp,Hemp,,,,,,,
Crescendo Ag Solutions LLC,Hemp,Hemp,,,,,,,
Crazy Mountain Brewing Company LLC,Hemp,Hemp,,,,,,,
Craft Ag Enterprises,Hemp,Hemp,,,,,,,
Cozi CBD,Cozibrands LLC,Hemp,,,,richardpicozzi@gmail.com,4848442692,,"112 W Rainbow Blvd, Unit BSalida, CO 81201"
"Contract Managed Services, LLC",Hemp,Hemp,,,,,,,
Commonwealth Extracts,Hemp,Hemp,,,,,,,
Color Up Therapeutics,Color Up LLC,Hemp,,,,bryce@colorupco.com,7204215355,,"2191 S BroadwayDenver, CO 80223"
"17-MFP21-0000107, 17-MFP19-0000100","Colorado Sky Industrial Supply, LLC",Hemp,,,,gevin@cohempgenetics.com,(719) 203-4966 || 2154294111,,"Colorado Hemp GeneticsWI || 12742 E Caley AveCentennial, CO 80111"
00357Z,"Colorado Processing, LLC",Hemp,,,,,7198457700,,"36730 Democracy DrTrinidad, CO 81082"
003DJF,Colorado Craft Hemp Inc,Hemp,,,,,9707591126,,"10 Town PlazaDurango, CO 81301"
Colorado Commodities Exporters LLC,Hemp,Hemp,,,,,,,
Colorado Biomass Extraction Technologies LLC,Hemp,Hemp,,,,,,,
Colorado Better Days Ltd,"Colorado Better Days, Ltd",Hemp,,,,charlie@coloradobetterdays.com,5086312741,,"4986 Morrison RdDenver, CO 80219"
17-MFP18-0001219,"CNP Operating, LLC",Hemp,,,,,7192191040,,"12742 E Caley AveCentennial, CO 80111"
003580,Clinical Bioscience Corporation,Hemp,,,,,6198515681,,"1942 BroadwayBoulder, CO 80302"
Clark Naturals,Hemp,Hemp,,,,,,,
"Citizen Capital Ventures, LLC",Hemp,Hemp,,,,,,,
The Holding Company,Cinco Worldwide LLC,Hemp,,,,,,,
07-MFP21-0000395,Cimarron Creek Essentials LLC,Hemp,,,,,,,
Chillaxx LLC,Hemp,Hemp,,,,,,,
"Charlotte’s Web Holdings, Inc.",Hemp,Hemp,,,,,,,
Chae International,Chae Manufacturing,Hemp,,,,maggiof@gmail.com,7196955544,,"23300 US-160Walsenburg, CO 81089"
29-MFP19-0000256,Celebrity's Hemp Agriculture,Hemp,,,,celebrityshempagri@gmail.com,,,"1600 Pondview DrWinchester, VA 22601"
"Cannabinoid Contract Manufacturing, LLC","CCMF, LLC",Hemp,,,,frank@ccmfllc.com,7203535705,,"5604 Kendall Ct, 6383Arvada, CO 80002"
31-MFP19-0000375,"CBD Universe, LLC",Hemp,,,,maggie@tellusbrands.com,7208288988,,"109 Inverness Dr E, Suite JEnglewood, CO 80112"
CBD 100% Relief,Hemp,Hemp,,,,,,,
"Castle Rock HEF, LLC",Hemp,Hemp,,,,,,,
Smokin Iguana,Cart Concepts Inc,Hemp,,,,,7196969943,,"3609 Austin Bluffs PkwyColorado Springs, CO 80918"
003BK1,CannVital KY,Hemp,,,,,,,KY
Canna Plex Industries LLC,Hemp,Hemp,,,,,,,
Canna Lush,Hemp,Hemp,,,,,,,
CannaGea,Cannaco CBD,Hemp,,,,josh@cannacocbd.com,9709995712,,"2716 S College Ave, Suite DFort Collins, CO 80525"
36-MFP20-0000414,Cabaniss Group LLC,Hemp,,,,cabanissgroup@gmail.com,7192083228,,"Moore DrFlorence, CO 81226"
"00358J, 23-MFP20-0000126, 52-MFP19-0001236",Burley Tobacco Growers Cooperative Association,Hemp,,,,,,,KY
P_1965,Buoyant Brands,Hemp,,,,david.s.samuels@gmail.com,(833) 324-2266,,"2032 W Schaaf RdCleveland, OH 44109"
39_0173P,"Buckskin Partners, LLC",Hemp,,,,,"606-309-5435, 606-401-6271 || 9134863532",,"Bryant Family Farms & Fat Farmer HydroponicsKY || 7700 E Arapahoe RdCentennial, CO 80112"
0039YP,Buck Green Horizons,Hemp,,,,,"606-309-5435, 606-401-6271 || 7203631453",,"Bryant Family Farms & Fat Farmer HydroponicsKY || 4418 Quartzite PlColorado Springs, CO 80938"
Colorado Cannabinoids,Box State,Hemp,,,,jslattery303@gmail.com,7203349063,,"6190 Logan StDenver, CO 80216"
17-MFP20-0000259,Botani-Labs LLC,Hemp,,,,,7205154274,,"Castle Rock, CO 80104"
002YY6,Botanical Solutions LLC,Hemp,,,,,9703439634,,"3420 W 32nd AveDenver, CO 80211"
Botanical Processing,Hemp,Hemp,,,,,,,
"Bonsai Wellness, LLC",Hemp,Hemp,,,,,,,
Blue Sky Ventures LLC,Blue Sky CBD LLC,Hemp,,,,greg@bluesky-cbd.com,7205033101,,"1665 Rosemary DrCastle Rock, CO 80109"
19-MFP19-0000796,"Blue Line Pharms, LLC",Hemp,,,,,,,KY
"39_0248P, P_0291","Blessed Herbs Company, LLC",Hemp,,,,paintedbutterflyflowerart@gmail.com,,,"1971 Lovely Valley RdWirtz, VA 24184"
BKW LLC,Hemp,Hemp,,,,,,,
Bios Labs Kentucky LLC,Hemp,Hemp,,,,,,,
BioScience Solutions LLC,Hemp,Hemp,,,,,,,
00321Q,Grover Family Farms,Hemp,,,,,,,
BEEpothecary,Hemp,Hemp,,,,,,,
Basecamp Co-Pack LLC,Hemp,Hemp,,,,,,,
Balefire Botanicals,Balefire LLC,Hemp,,,,balefire.botanicals@gmail.com,7406162492,,"4986 Morrison RdDenver, CO 80219"
17-MFP19-0001667,"Balanced Health Botanicals, LLC",Hemp,,,,,7204126388,,"1500 W Hampden AveSheridan, CO 80110"
002GXD,Backyard Soda Co Inc,Hemp,,,,jonathan@backyardsodas.com,2165347378,,"3270 Blake StDenver, CO 80205"
11050,Astral Organica LLC,Hemp,,,,bburke@astralorganica.com,7203368799,,"685 S Arthur Ave, 9BLouisville, CO 80027"
07-MFP20-0000436,Aspen Grove Tea Co. LLC.,Hemp,,,,info@aspengrovetea.com,7744541547,,"3600 E 40th AveDenver, CO 80205"
17-MFP19-0001288,"Artisan Processing Group, LLC",Hemp,,,,kspetz@ridleycap.com,502-654-8937,,"Louisville, KY"
Susan's CBD,Armitage Apothecary LLC,Hemp,,,,cbdrescue@gmail.com,7202809695,,"215 Virginia DrEstes Park, CO 80517"
00382V,"Area 51 Smoke Shop, Inc.",Hemp,,,,michael@area51smoke.com,,,"11525 Midlothian TurnpikeRichmond, VA 23235"
Apical Hemp LLC,Hemp,Hemp,,,,,,,
American Original Hemp,"AOH Brands, LLC",Hemp,,,,,,,
P_0285,Ancient Aromas,Hemp,,,,justin@ancient-aromas.com,859-429-0379,,"Lexington, KY"
Americas Harvest USA LLC,Hemp,Hemp,,,,,,,
"America's Finest CBD, LLC","America's Finest, LLC",Hemp,,,,tdaniels@americasfinestcbd.com,3038828920,,"2525 W 6th Ave, 200Denver, CO 80204"
17-MFP19-0000363,American Wood Fibers,Hemp,,,,,,,KY
P_0102,American Rolling Company LLC,Hemp,,,,,7202754131,,"12022 E 38th AveDenver, CO 80239"
003FAH,"AMCAC, Inc",Hemp,,,,,3036380606,,"Denver, CO"
"Ambary Gardens, LLC",Hemp,Hemp,,,,,,,
Altitude Pioneer Industries LLC,Hemp,Hemp,,,,,,,
Altitude Pioneer Industries,Hemp,Hemp,,,,,,,
Alpine States LLC,Hemp,Hemp,,,,,,,
Apollo Sciences,Alpha Omega Collectis LLC,Hemp,,,,jason@apollosciences.com,7205915500,,"11380 Smith RdAurora, CO 80010"
P_2250,All About Minutes Inc,Hemp,,,,carwash50s@rocketmail.com,3034890519,,"5406 Espana CtDenver, CO 80249"
17-MFP20-0000380,"Alixi Herb, LLC",Hemp,,,,,7207573599,,"13111 N Travois TrailParker, CO 80138"
Alba Lunn Company,Hemp,Hemp,,,,,,,
Ahava Care Labs,"Ahava Care, LLC",Hemp,,,,winston@ahava.care,7203699515,,"1260 S Parker Rd, 203Denver, CO 80231"
Shyne Labs,AG SCIENCE SOLUTIONS INC.,Hemp,,,,info@shynelabs.com,270-252-1629,,"Franklin, KY 42134"
AG Science Solutions INC,Hemp,Hemp,,,,,,,
P_0243,American Rolling Company LLC,Hemp,,,,,7202754131,,"12022 E 38th AveDenver, CO 80239"
"14350, P_0589",Advanced Extraction Solutions Inc,Hemp,,,,jpol@aescbd.com,7203534390,,"W 43rd DrWheat Ridge, CO 80403"
31-MFP20-0000549,ADM Labs LLC,Hemp,,,,arman@admgroupintl.com,8132550305,,"4785 Tejon StDenver, CO 80211"
ADM Labs,Hemp,Hemp,,,,,,,
A & B Collective LLC,Hemp,Hemp,,,,,,,
King Pharma LLC,7Hands LLC,Hemp,,,,,3235787293,,"30 N Gould StSheridan, WY 82801"
003700,"5 Star Processing, LLC",Hemp,,,,,7278045662,,"Plane StGypsum, CO 81637"
00382W,40 Villages LLC,Hemp,,,,40villagemail@gmail.com,,,"5731 New Kent HwyQuinton, VA 23141"
3WS LLC,Hemp,Pending,,,,,,,
Pineapple Society Hemp,Pending,Hemp,,,,,,,
AG-R1050461IHG,Essential Candy,Hemp,,,,bruno.travnik@gmail.com || dean@essentialcandy.com,+38975590790 || 561-371-4856,,"DBA Essential CandyEquationGlobalCconnection || 13860 Wellington Trace, 241Wellington, FL 33414"
"Hemp Manufacturer, Hemp Retailer (Online), Manufacturing Goods, Hemp Brand",390455,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Online), Hemp Distributor, Hemp Retailer (Storefront)",2081,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Online), Hemp Distributor",P_2184,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Brand, Hemp Distributor",COLORADO BREEDERS DEPOT LLC,Hemp,,,,support@coloradobreedersdepot.com,6465524699,,"596 McDaniel BlvdCañon City, CO 81212"
"Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Brand, Hemp Retailer (Storefront), Hemp Distributor, Hemp Cultivator","# 103185, 103185",Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Online), Hemp Brand, Hemp Distributor, Manufacturing Goods","19-MFP19-0000155, 00358F",Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Distributor, Hemp Brand",Jah Rootz Industries,Hemp,,,,,,,
Barefoot Botanicals LLC.,Hemp,Hemp,,,,,,,
Vaxt Labs LLC,Hemp,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Retailer (Storefront), Hemp Retailer (Online), Hemp Distributor",BATCH by Wisconsin Hemp Scientific,Hemp,,,,hello@wihempsci.com,,,WI
Cebeden,Cannabinoids d.o.o.,Hemp,,,,medicannagrow.slo@gmail.com,+386 40 470 223,,"Velika Piresica 26 ezalec, Žalec 3310"
"Hemp Manufacturer, Hemp Brand, Hemp Distributor, Hemp Cultivator, Cannabis Brand, Cannabis Manufacturer, Cannabis Distributor, Cannabis Cultivator",Tumble Weed Dryer,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Brand, Hemp Distributor",Formula 221 Cannabis,Hemp,,,,,,,
50_2021_00000064,Pink Zebra Nutra,Hemp,,,,,,,
GREEN GOAT LABS LLC,Hemp,Hemp,,,,,,,
AG-R1069612IHH,CBD the Remedy,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Brand, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Distributor",d01907535,Hemp,,,,,,,
TruHarvest Farms,Hemp,Hemp,,,,,,,
Page 31 of 37,WIMER LLC,Hemp,,,,,,,
"AG-R1069104HGS, AG-R1069105AHS, AG-R1073696IHH",TKO HEMP LLC,Hemp,,,,,,,
"AG-R1065737HGS, AG-R1073352AHS, AG-R1073226IHH",SOVEREIGN FIELDS LLC,Hemp,,,,,,,
"AG-R1063636IHH, AG-R1066783IHH, AG-R1067041HGS, AG-R1063880IHH, AG-R1067129HGS, AG-R1060320AHS, AG-R1063637IHH, AG-R1068373HGS",SOLACE FARMS LLC,Hemp,,,,,,,
"AG-R1060147AHS, AG-R1061062IHH, AG-R1066578HGS",PACIFIC WEST HOLDINGS LLC,Hemp,,,,,,,
"AG-R1066060AHS, AG-R1066052HGS, AG-R1066050IHH",OREGON AG WORKS LLC,Hemp,,,,,,,
"AG-R1059200IHH, AG-R1066638HGS, AG-R1066639HGS, AG-R1059205AHS",NOWAK FARM LLC,Hemp,,,,,,,
"AG-R1057897AHS, AG-R1074895IHH, AG-R1065265HGS",Northern Roots Nursery,Hemp,,,,,,,
"50_2021_00000380, 2042019063147479093, VTH-112-0018",MAGU MAIDEN FARMS LLC,Hemp,,,,madisonhemp1806@gmail.com || william.r.belanger@gmail.com || mcash911@gmail.com,802-249-6531,,"Madison Hemp & Flax Company 1806Loretto, KY || Mad River Hemp LLCNorthfield, VT 05663 || 926 Windemar DrAshland, OR 97520"
"AG-R1065571IHH, AG-R1066192HGS, AG-R1058010AHS",LBHC,Hemp,,,,tnetteragr@gmail.com,,,"70535 NW Lower Bridge WayTerrebonne, OR 97760"
"AG-R1065548IHH, AG-R1057284AHS, AG-R1065547HGS",INFINITE TREE INC,Hemp,,,,ryan@infinite-tree.com,541-406-0407,,"11577 Williams HwyGrants Pass, OR 97527"
"AG-R1065472HGS, AG-R1071444IHH, AG-R1072945AHS",EVEREST HOLDINGS,Hemp,,,,jrh7604@gmail.com || jerrodt04@gmail.com,(608) 222-2330 || 407-350-8864,,"Eureka Valley GeneticsWI || Portland, OR"
"AG-R1056480AHS, AG-R1065123HGS, AG-R1073225IHH",ETZ HAYIM HOLDINGS SPC,Hemp,,,,ztroyer@lazarusnaturals.com,206-309-1347,,"5205 SW Parrish LnPowell Butte, OR 97753"
"AG-R1065948HGS, AG-R1074132HGS, AG-R1065943IHH, AG-R1065947HGS, AG-R1074133HGS, AG-R1065945HGS, AG-R1067650IHH, AG-R1065946AHS",EAST FORK HEMP LLC,Hemp,,,,mason@eastforkcultivars.com,503-810-7120,,"6258 SE Foster RdPortland, OR 97206"
"AG-R1065580HGS, AG-R1066276AHS, AG-R1065578HGS, AG-R1073848IHH, MTSHP-0115, AG-R1064324IHH, AG-R1065579HGS",CASCADE COLLECTIVE INC,Ancillary,,,,,,,
"AG-R1052535AHS, AG-R1066358HGS, AG-R1072318IHH",BAMBIS CHRISTMAS TREE LAND AND NURSERY LLC,Ancillary,,,,bambiland45@gmail.com,503-873-6774,,"15008 Winters Hill Rd SESilverton, OR 97381"
"AG-R1069110HGS, AG-R1055170AHS, AG-R1069108HGS, AG-R1069109HGS, AG-R1065813HGS, AG-R1069223IHH",ZHOP LLC,Hemp,,,,,,,
"AG-R1046685AHS, AG-R1067071HGS",WOLF CREEK HOLDINGS INC,Ancillary,,,,,,,
"AG-R1067022AHS, AG-R1067021HGS",WINTERFOX FARMS LLC,Hemp,,,,,,,
"AG-R1065292HGS, AG-R1040872AHS",WINDS OF CHANGE LLC,Ancillary,,,,,,,
"AG-R1058025AHS, AG-R1065835HGS",WEST COAST HEMP WHOLESALE LLC,Hemp,,,,,,,
"AG-R1066554AHS, AG-R1066553HGS",WAH FARMS,Ancillary,,,,,,,
"AG-R1066750HGS, AG-R1046714AHS",VOODOO GROWERS LLC,Hemp,,,,,,,
"AG-R1053776AHS, AG-R1066555HGS",Virgin Hemp Farms,Ancillary,,,,,,,
IHG 2019-3-6738,Victory Hemp LLC,Ancillary,,,,,,,
1397,USSC PLEASANT CREEK LLC,Ancillary,,,,,,,
"AG-R1066252HGS, AG-R1066253AHS",UPPER ROGUE HEMP LLC,Hemp,,,,,,,
"AG-R1069511HGS, AG-R1060145AHS",UNIQUE BOTANICALS LLC,Ancillary,,,,,,,
"AG-R1066518HGS, AG-R1066517HGS, AG-R1065568HGS, AG-R1065569HGS, AG-R1069514HGS, AG-R1069517HGS, AG-R1050651AHS",TWO GUYS ONE FARM LLC,Ancillary,,,,,,,
"AG-R1050804AHS, AG-R1068673HGS, AG-R1066551HGS",TUMALO SEED CO LLC,Ancillary,,,,,,,
"AG-R1067759HGS, AG-R1064235AHS",TRPL Enterprises LLC,Ancillary,,,,,,,
"78637, 78635, 102472","Trichome Genetics, LLC",Ancillary,,,,,,,
102465,"Tree Gardner, LLC",Ancillary,,,,,,,
102406,TRD CONSULTING LLC,Ancillary,,,,,,,
"AG-R1066450HGS, AG-R1066451AHS",THETAN SEED COMPANY LLC,Ancillary,,,,,,,
"AG-R1061826AHS, AG-R1069519HGS",THE NALI PROJECT LLC,Ancillary,,,,,,,
"AG-R1068955AHS, AG-R1068954HGS",THE BRAVE LITTLE HEMP SEED COMPANY LLC,Ancillary,,,,,,,
"AG-R1066140HGS, AG-R1066141AHS",THE ACTION GROUP LLC,Hemp,,,,,,,
"AG-R1069974AHS, AG-R1068666HGS","Tesoro Genetics, LLC",Ancillary,,,,,,,
"78160, 102391",TBL 1 LLC,Ancillary,,,,,,,
"AG-R1058141AHS, AG-R1068689HGS, AG-R1066190HGS, AG-R1066188HGS, AG-R1066189HGS",TAP RELOOP LLC,Hemp,,,,,,,
"AG-R1060328AHS, AG-R1066563HGS",TALENT HEIGHTS LLC,Ancillary,,,,,,,
"AG-R1059855AHS, AG-R1066307HGS, AG-R1064416IHH",SWEET EARTH LLC,Ancillary,,,,,,,
"AG-R1066569HGS, AG-R1073983HGS, AG-R1053018AHS",SPECTRUM FARMS LLC,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1067852HGS, AG-R1067865AHS",Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1067068HGS, AG-R1058823AHS, AG-R1067053HGS, AG-R1067055HGS, AG-R1067052HGS, AG-R1067054HGS",Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics",SOCATI AGRISCIENCE LLC,Hemp,,,,,,,
"AG-R1056019AHS, AG-R1066384HGS","Skillful Solutions, LLC",Hemp,,,,,,,
2018115G,SIMPLY SOL LLC,Ancillary,,,,,,,
"AG-R1069611AHS, AG-R1069610HGS",SG NURSERY LLC,Ancillary,,,,,,,
"AG-R1055647AHS, AG-R1066045HGS",SEEDY CREEK FARMS LLC,Hemp,,,,,,,
"AG-R1062785AHS, AG-R1070264HGS","Schiavi Seeds, Inc.",Ancillary,,,,,,,
"77950, 102381",SAVAGE FAMILY FARMS,Hemp,,,,,,,
"AG-R1072036AHS, AG-R1066849IHH, AG-R1066515HGS",S AND S AG LLC,Ancillary,,,,,,,
"AG-R1065328AHS, AG-R1069158HGS",SAMI NUMMI LLC,Ancillary,,,,,,,
"AG-R1066761HGS, AG-R1060873AHS",SAGE DOOR X LLC,Ancillary,,,,,,,
"AG-R1068356AHS, AG-R1068355HGS",RWR LLC,Hemp,,,,,,,
"102459, 77974",RWD SERVICES LLC,Ancillary,,,,,,,
"AG-R1068755AHS, AG-R1068754HGS",RVR HOLDINGS LLC,Hemp,,,,,,,
"AG-R1066922HGS, AG-R1062394AHS",ROCK IT LLC,Ancillary,,,,,,,
"AG-R1067952HGS, AG-R1067950HGS, AG-R1067951HGS, AG-R1067934AHS",RIVER VALLEY HEMP CO LLC,Ancillary,,,,,,,
"AG-R1068144HGS, AG-R1068145AHS",RIVER RANCH LLC,Ancillary,,,,,,,
"AG-R1067281AHS, AG-R1067280HGS, AG-R1067292HGS",RINGING MOUNTAIN FOREST LLC,Ancillary,,,,,,,
"AG-R1061425AHS, AG-R1066495HGS",RICKS MONSTER GROW,Ancillary,,,,,,,
"AG-R1069806HGS, AG-R1067540HGS, AG-R1069807HGS, AG-R1055361AHS",RESLAND CORP,Hemp,,,,,,,
"AG-R1069949HGS, AG-R1069950AHS, AG-R1069951HGS","Redmon Company, Inc.",Hemp,,,,,,,
102452,R AND B FARMS LLC,Ancillary,,,,,,,
"AG-R1059929AHS, AG-R1065597HGS",PURE SEED TESTING INC,Ancillary,,,,,,,
"AG-R1067393HGS, AG-R1056721AHS",PURE CANNABIS LLC,Hemp,,,,,,,
"AG-R1062548AHS, AG-R1068464HGS",PROJECTHEMPIRE LLC,Ancillary,,,,,,,
"AG-R1066799HGS, AG-R1066934AHS",PROGRESSIVE PLANT RESEARCH INC,Hemp,,,,,,,
"AG-R1068691HGS, AG-R1068692AHS",PISTIL CREEK FARM LLC,Ancillary,,,,,,,
"AG-R1068353AHS, AG-R1068352HGS",PHYTONYX LLC,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1065601HGS, AG-R1050992AHS, AG-R1065602HGS, 102417, AG-R1065304HGS, AG-R1065599HGS, AG-R1065600HGS, AG-R1065598HGS",Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics","AG-R1057107AHS, AG-R1066758HGS",Hemp,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics",OUT THE DOOR LLC,Ancillary,,,,,,,
"AG-R1059415AHS, AG-R1067489HGS, AG-R1067480HGS",ORETEX FARMS LLC,Ancillary,,,,,,,
"AG-R1064907HGS, AG-R1064910AHS",OREGON PLANT GENETICS LLC,Ancillary,,,,,,,
"AG-R1066239HGS, AG-R1066521HGS, AG-R1066240AHS",OREGONIZED HEMP CO,Hemp,,,,,,,
"AG-R1056424AHS, AG-R1067871HGS",OREGON HEMPWORKS LLC,Hemp,,,,,,,
"AG-R1067297IHH, AG-R1067093HGS, AG-R1067094AHS",OREGON HEMP SEED COMPANY,Ancillary,,,,,,,
"AG-R1065346HGS, AG-R1065347AHS",OREGANIC GROWN INC,Ancillary,,,,,,,
