Company Name,Company Name2,Email,Phone,Status,DBA,License,Type,License Number,Address
Hemp Manufacturer  Hemp Retailer (Online)  Hemp Distributor,P_2184,,,Hemp,,,Hemp Manufacturer  Hemp Retailer (Online)  Hemp Brand  Hemp Distributor  Manufacturing Goods,19-MFP19-0000155  00358F,
Hemp Manufacturer  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Hemp Brand  Hemp Distributor,COLORADO BREEDERS DEPOT LLC,,,Hemp,,,Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Distributor  Hemp Brand,KANNASTAR,
Hemp Manufacturer  Hemp Retailer (Online)  Hemp Retailer (Delivery)  Hemp Brand  Hemp Retailer (Storefront)  Hemp Distributor  Hemp Cultivator,# 103185  103185,,,Hemp,,,Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Distributor  Hemp Brand,Jah Rootz Industries,
Hemp Manufacturer  Hemp Retailer (Online)  Hemp Brand  Hemp Distributor  Manufacturing Goods,19-MFP19-0000155  00358F,,,Hemp,,,Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Cultivator  Hemp Brand  Hemp Distributor  Hemp Retailer (Storefront),Barefoot Botanicals,
Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Distributor  Hemp Brand,Jah Rootz Industries,,,Hemp,,,Hemp Manufacturer  Hemp Retailer (Storefront)  Hemp Distributor,WI Hemp Processor 0025,
Barefoot Botanicals LLC.,Hemp,marcos.andre.aguiar@gmail.com mark@barefootbotanicals.net,2672799383,Hemp,BAREFOOT BOTANICALS,,Hemp Manufacturer  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Distributor,BATCH by Wisconsin Hemp Scientific,Balance and Support - Hemp & Suinicultura Rua do comércio 77 Olhão  Faro 8700-427 BATCH by Wisconsin Hemp Scientific 113 Decatur Street Doylestown  PA 18901
Vaxt Labs LLC,Hemp,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Distributor  Hemp Cultivator  Cannabis Brand  Cannabis Manufacturer  Cannabis Distributor  Cannabis Cultivator,Tumble Weed Dryer,
Hemp Manufacturer  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Distributor,BATCH by Wisconsin Hemp Scientific,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Distributor,Formula 221 Cannabis,
Cebeden,Cannabinoids d.o.o.,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Distributor,Vermont Organic Science Inc,
Hemp Manufacturer  Hemp Brand  Hemp Distributor  Hemp Cultivator  Cannabis Brand  Cannabis Manufacturer  Cannabis Distributor  Cannabis Cultivator,Tumble Weed Dryer,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Retailer (Online)  Testing Laboratories  Hemp Distributor,50_2021_00000064,
Hemp Manufacturer  Hemp Brand  Hemp Distributor,Formula 221 Cannabis,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Retailer (Online)  Hemp Distributor,21-MFP20-0000737,
50_2021_00000064,Pink Zebra Nutra,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Distributor,d01907535,
GREEN GOAT LABS LLC,Hemp,greengoatlabs@gmail.com,7203810219 503-927-5472,Hemp,GREEN GOAT LABS GHM / CBD SMOKE,,Hemp Manufacturer  Hemp Brand  Hemp Cultivator  Hemp Distributor  Broker Dealers,TruHarvest Farms,5825 W 6th Ave Lakewood  CO 80214 Green hope medical s.r.o. 136 N 42nd St Springfield  OR 97478
AG-R1069612IHH,CBD the Remedy,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Cultivator  Hemp Distributor  Hemp Retailer (Online)  Hemp Retailer (Storefront),Iron Sight Industries,
Hemp Manufacturer  Hemp Brand  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Distributor,d01907535,,,Hemp,,,Hemp Manufacturer  Hemp Brand  Hemp Cultivator  Hemp Distributor,AG-R1068989IHH,
TruHarvest Farms,Hemp,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065737HGS  AG-R1073352AHS  AG-R1073226IHH,
Page 31 of 37,WIMER LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1063636IHH  AG-R1066783IHH  AG-R1067041HGS  AG-R1063880IHH  AG-R1067129HGS  AG-R1060320AHS  AG-R1063637IHH  AG-R1068373HGS,
AG-R1069104HGS  AG-R1069105AHS  AG-R1073696IHH,TKO HEMP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1060147AHS  AG-R1061062IHH  AG-R1066578HGS,
AG-R1065737HGS  AG-R1073352AHS  AG-R1073226IHH,SOVEREIGN FIELDS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1066060AHS  AG-R1066052HGS  AG-R1066050IHH,
AG-R1063636IHH  AG-R1066783IHH  AG-R1067041HGS  AG-R1063880IHH  AG-R1067129HGS  AG-R1060320AHS  AG-R1063637IHH  AG-R1068373HGS,SOLACE FARMS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1059200IHH  AG-R1066638HGS  AG-R1066639HGS  AG-R1059205AHS,
AG-R1060147AHS  AG-R1061062IHH  AG-R1066578HGS,PACIFIC WEST HOLDINGS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1057897AHS  AG-R1074895IHH  AG-R1065265HGS,
AG-R1066060AHS  AG-R1066052HGS  AG-R1066050IHH,OREGON AG WORKS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,50_2021_00000380  2042019063147479093  VTH-112-0018,
AG-R1059200IHH  AG-R1066638HGS  AG-R1066639HGS  AG-R1059205AHS,NOWAK FARM LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065571IHH  AG-R1066192HGS  AG-R1058010AHS,
AG-R1057897AHS  AG-R1074895IHH  AG-R1065265HGS,Northern Roots Nursery,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065548IHH  AG-R1057284AHS  AG-R1065547HGS,
50_2021_00000380  2042019063147479093  VTH-112-0018,MAGU MAIDEN FARMS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065472HGS  AG-R1071444IHH  AG-R1072945AHS,
AG-R1065571IHH  AG-R1066192HGS  AG-R1058010AHS,LBHC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1056480AHS  AG-R1065123HGS  AG-R1073225IHH,
AG-R1065548IHH  AG-R1057284AHS  AG-R1065547HGS,INFINITE TREE INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065948HGS  AG-R1074132HGS  AG-R1065943IHH  AG-R1065947HGS  AG-R1074133HGS  AG-R1065945HGS  AG-R1067650IHH  AG-R1065946AHS,
AG-R1065472HGS  AG-R1071444IHH  AG-R1072945AHS,EVEREST HOLDINGS,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1065580HGS  AG-R1066276AHS  AG-R1065578HGS  AG-R1073848IHH  MTSHP-0115  AG-R1064324IHH  AG-R1065579HGS,
AG-R1056480AHS  AG-R1065123HGS  AG-R1073225IHH,ETZ HAYIM HOLDINGS SPC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1052535AHS  AG-R1066358HGS  AG-R1072318IHH,
AG-R1065948HGS  AG-R1074132HGS  AG-R1065943IHH  AG-R1065947HGS  AG-R1074133HGS  AG-R1065945HGS  AG-R1067650IHH  AG-R1065946AHS,EAST FORK HEMP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics  Hemp Manufacturer,AG-R1069110HGS  AG-R1055170AHS  AG-R1069108HGS  AG-R1069109HGS  AG-R1065813HGS  AG-R1069223IHH,
AG-R1065580HGS  AG-R1066276AHS  AG-R1065578HGS  AG-R1073848IHH  MTSHP-0115  AG-R1064324IHH  AG-R1065579HGS,CASCADE COLLECTIVE INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1046685AHS  AG-R1067071HGS,
AG-R1052535AHS  AG-R1066358HGS  AG-R1072318IHH,BAMBIS CHRISTMAS TREE LAND AND NURSERY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067022AHS  AG-R1067021HGS,
AG-R1069110HGS  AG-R1055170AHS  AG-R1069108HGS  AG-R1069109HGS  AG-R1065813HGS  AG-R1069223IHH,ZHOP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065292HGS  AG-R1040872AHS,
AG-R1046685AHS  AG-R1067071HGS,WOLF CREEK HOLDINGS INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1058025AHS  AG-R1065835HGS,
AG-R1067022AHS  AG-R1067021HGS,WINTERFOX FARMS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066554AHS  AG-R1066553HGS,
AG-R1065292HGS  AG-R1040872AHS,WINDS OF CHANGE LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066750HGS  AG-R1046714AHS,
AG-R1058025AHS  AG-R1065835HGS,WEST COAST HEMP WHOLESALE LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1053776AHS  AG-R1066555HGS,
AG-R1066554AHS  AG-R1066553HGS,WAH FARMS,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,IHG 2019-3-6738,
AG-R1066750HGS  AG-R1046714AHS,VOODOO GROWERS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,1397,
AG-R1053776AHS  AG-R1066555HGS,Virgin Hemp Farms,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066252HGS  AG-R1066253AHS,
IHG 2019-3-6738,Victory Hemp LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069511HGS  AG-R1060145AHS,
1397,USSC PLEASANT CREEK LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066518HGS  AG-R1066517HGS  AG-R1065568HGS  AG-R1065569HGS  AG-R1069514HGS  AG-R1069517HGS  AG-R1050651AHS,
AG-R1066252HGS  AG-R1066253AHS,UPPER ROGUE HEMP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1050804AHS  AG-R1068673HGS  AG-R1066551HGS,
AG-R1069511HGS  AG-R1060145AHS,UNIQUE BOTANICALS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067759HGS  AG-R1064235AHS,
AG-R1066518HGS  AG-R1066517HGS  AG-R1065568HGS  AG-R1065569HGS  AG-R1069514HGS  AG-R1069517HGS  AG-R1050651AHS,TWO GUYS ONE FARM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,78637  78635  102472,
AG-R1050804AHS  AG-R1068673HGS  AG-R1066551HGS,TUMALO SEED CO LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102465,
AG-R1067759HGS  AG-R1064235AHS,TRPL Enterprises LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102406,
78637  78635  102472,Trichome Genetics  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066450HGS  AG-R1066451AHS,
102465,Tree Gardner  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1061826AHS  AG-R1069519HGS,
102406,TRD CONSULTING LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068955AHS  AG-R1068954HGS,
AG-R1066450HGS  AG-R1066451AHS,THETAN SEED COMPANY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066140HGS  AG-R1066141AHS,
AG-R1061826AHS  AG-R1069519HGS,THE NALI PROJECT LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069974AHS  AG-R1068666HGS,
AG-R1068955AHS  AG-R1068954HGS,THE BRAVE LITTLE HEMP SEED COMPANY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,78160  102391,
AG-R1066140HGS  AG-R1066141AHS,THE ACTION GROUP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1058141AHS  AG-R1068689HGS  AG-R1066190HGS  AG-R1066188HGS  AG-R1066189HGS,
AG-R1069974AHS  AG-R1068666HGS,Tesoro Genetics  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1060328AHS  AG-R1066563HGS,
78160  102391,TBL 1 LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1059855AHS  AG-R1066307HGS  AG-R1064416IHH,
AG-R1058141AHS  AG-R1068689HGS  AG-R1066190HGS  AG-R1066188HGS  AG-R1066189HGS,TAP RELOOP LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066569HGS  AG-R1073983HGS  AG-R1053018AHS,
AG-R1060328AHS  AG-R1066563HGS,TALENT HEIGHTS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067852HGS  AG-R1067865AHS,
AG-R1059855AHS  AG-R1066307HGS  AG-R1064416IHH,SWEET EARTH LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067068HGS  AG-R1058823AHS  AG-R1067053HGS  AG-R1067055HGS  AG-R1067052HGS  AG-R1067054HGS,
AG-R1066569HGS  AG-R1073983HGS  AG-R1053018AHS,SPECTRUM FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069611AHS  AG-R1069610HGS,
AG-R1056019AHS  AG-R1066384HGS,Skillful Solutions  LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1055647AHS  AG-R1066045HGS,
2018115G,SIMPLY SOL LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1062785AHS  AG-R1070264HGS,
AG-R1069611AHS  AG-R1069610HGS,SG NURSERY LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,77950  102381,
AG-R1055647AHS  AG-R1066045HGS,SEEDY CREEK FARMS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1072036AHS  AG-R1066849IHH  AG-R1066515HGS,
AG-R1062785AHS  AG-R1070264HGS,Schiavi Seeds  Inc.,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065328AHS  AG-R1069158HGS,
77950  102381,SAVAGE FAMILY FARMS,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066761HGS  AG-R1060873AHS,
AG-R1072036AHS  AG-R1066849IHH  AG-R1066515HGS,S AND S AG LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068356AHS  AG-R1068355HGS,
AG-R1065328AHS  AG-R1069158HGS,SAMI NUMMI LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102459  77974,
AG-R1066761HGS  AG-R1060873AHS,SAGE DOOR X LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068755AHS  AG-R1068754HGS,
AG-R1068356AHS  AG-R1068355HGS,RWR LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066922HGS  AG-R1062394AHS,
102459  77974,RWD SERVICES LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067952HGS  AG-R1067950HGS  AG-R1067951HGS  AG-R1067934AHS,
AG-R1068755AHS  AG-R1068754HGS,RVR HOLDINGS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068144HGS  AG-R1068145AHS,
AG-R1066922HGS  AG-R1062394AHS,ROCK IT LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067281AHS  AG-R1067280HGS  AG-R1067292HGS,
AG-R1067952HGS  AG-R1067950HGS  AG-R1067951HGS  AG-R1067934AHS,RIVER VALLEY HEMP CO LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1061425AHS  AG-R1066495HGS,
AG-R1068144HGS  AG-R1068145AHS,RIVER RANCH LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069806HGS  AG-R1067540HGS  AG-R1069807HGS  AG-R1055361AHS,
AG-R1067281AHS  AG-R1067280HGS  AG-R1067292HGS,RINGING MOUNTAIN FOREST LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069949HGS  AG-R1069950AHS  AG-R1069951HGS,
AG-R1061425AHS  AG-R1066495HGS,RICKS MONSTER GROW,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102452,
AG-R1069806HGS  AG-R1067540HGS  AG-R1069807HGS  AG-R1055361AHS,RESLAND CORP,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1059929AHS  AG-R1065597HGS,
AG-R1069949HGS  AG-R1069950AHS  AG-R1069951HGS,Redmon Company  Inc.,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067393HGS  AG-R1056721AHS,
102452,R AND B FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1062548AHS  AG-R1068464HGS,
AG-R1059929AHS  AG-R1065597HGS,PURE SEED TESTING INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066799HGS  AG-R1066934AHS,
AG-R1067393HGS  AG-R1056721AHS,PURE CANNABIS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068691HGS  AG-R1068692AHS,
AG-R1062548AHS  AG-R1068464HGS,PROJECTHEMPIRE LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068353AHS  AG-R1068352HGS,
AG-R1066799HGS  AG-R1066934AHS,PROGRESSIVE PLANT RESEARCH INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065601HGS  AG-R1050992AHS  AG-R1065602HGS  102417  AG-R1065304HGS  AG-R1065599HGS  AG-R1065600HGS  AG-R1065598HGS,
AG-R1068691HGS  AG-R1068692AHS,PISTIL CREEK FARM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1057107AHS  AG-R1066758HGS,
AG-R1068353AHS  AG-R1068352HGS,PHYTONYX LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066239HGS  AG-R1066521HGS  AG-R1066240AHS,
AG-R1059415AHS  AG-R1067489HGS  AG-R1067480HGS,ORETEX FARMS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1056424AHS  AG-R1067871HGS,
AG-R1064907HGS  AG-R1064910AHS,OREGON PLANT GENETICS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067297IHH  AG-R1067093HGS  AG-R1067094AHS,
AG-R1066239HGS  AG-R1066521HGS  AG-R1066240AHS,OREGONIZED HEMP CO,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065346HGS  AG-R1065347AHS,
AG-R1056424AHS  AG-R1067871HGS,OREGON HEMPWORKS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1056860AHS  AG-R1065257HGS  AG-R1070394HGS  AG-R1065256HGS,
AG-R1067297IHH  AG-R1067093HGS  AG-R1067094AHS,OREGON HEMP SEED COMPANY,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069268HGS  AG-R1069269AHS,
AG-R1065346HGS  AG-R1065347AHS,OREGANIC GROWN INC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067381HGS  AG-R1058124AHS  AG-R1056672IHH,
AG-R1056860AHS  AG-R1065257HGS  AG-R1070394HGS  AG-R1065256HGS,OLD HAND HEMP FARM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065260HGS  AG-R1068414IHH  AG-R1065269AHS  AG-R1065259HGS,
AG-R1069268HGS  AG-R1069269AHS,OG INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1056398AHS  AG-R1067001HGS  AG-R1072045HGS  AG-R1071745HGS,
AG-R1067381HGS  AG-R1058124AHS  AG-R1056672IHH,OFF LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1056796AHS  AG-R1056789IHH  AG-R1064951HGS,
AG-R1065260HGS  AG-R1068414IHH  AG-R1065269AHS  AG-R1065259HGS,OFB LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065716AHS  AG-R1065713HGS,
AG-R1056398AHS  AG-R1067001HGS  AG-R1072045HGS  AG-R1071745HGS,OCHOCO ORGANICS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069056AHS  AG-R1069055HGS,
AG-R1056796AHS  AG-R1056789IHH  AG-R1064951HGS,OAK ROAD FARM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,201810G,
AG-R1065716AHS  AG-R1065713HGS,NOVEL AG INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1069808HGS  AG-R1054422AHS  AG-R1073691HGS,
AG-R1069056AHS  AG-R1069055HGS,Nopah 5  LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067528HGS  AG-R1067529AHS,
201810G,NEW BREED SEED LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1067423HGS  AG-R1067490AHS,
AG-R1061484AHS  AG-R1066269HGS,MPHC LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1055587AHS  AG-R1042991IHH  AG-R1067170HGS,
AG-R1056812AHS  AG-R1066309HGS,MPBI LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065729HGS  AG-R1070263HGS  AG-R1061191AHS,
AG-R1067423HGS  AG-R1067490AHS,MNS OREGON INC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068660AHS  AG-R1068418HGS,
AG-R1055587AHS  AG-R1042991IHH  AG-R1067170HGS,MK FAMILY FARMS LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1042148IHH  AG-R1042150AHS  AG-R1066143HGS,
Page 32 of 37,MILLER RESEARCH LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1070458AHS  AG-R1070457HGS,
AG-R1067426AHS  AG-R1067425HGS  AG-R1067610HGS,MILLENNIAL INDUSTRIAL LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,74890  80377  80558,
AG-R1042148IHH  AG-R1042150AHS  AG-R1066143HGS,MIDDLE MOUNTAIN FARM BOTANICALS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065570HGS  AG-R1058084AHS  AG-R1058080IHH,
AG-R1070458AHS  AG-R1070457HGS,MH International LLC,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1056286AHS  AG-R1065478HGS,
74890  80377  80558,MF LONG ISLAND,,,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1065360AHS  AG-R1064955HGS,
AG-R1065570HGS  AG-R1058084AHS  AG-R1058080IHH,MEDICINAL BOTANICAL SEED LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102463,
AG-R1056286AHS  AG-R1065478HGS,MANSA MUSA HEMP LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1066952HGS  AG-R1064223AHS,
1431,LODEN ENTERPRISES LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068816AHS  AG-R1068815HGS  AG-R1068817HGS,
AG-R1068142AHS  AG-R1067936HGS,LITTLE CANYON MOUNTAIN LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1059824AHS  AG-R1068813HGS,
AG-R1066952HGS  AG-R1064223AHS,LINDBECK FARM LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,102456  102454  102455,
AG-R1068816AHS  AG-R1068815HGS  AG-R1068817HGS,LIGHTBRIDGE ORGANICS LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1068393HGS  AG-R1068394AHS,
AG-R1059824AHS  AG-R1068813HGS,Let's Grow Hemp  LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,KY 2020 Hemp Grower 0004,
Las Vegas Greens LLC,Ancillary,derek@lakeportfarms.com lakeviewhemp@gmail.com rozetta2@aol.com,7077022515,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,KY 2020 Hemp Grower 0003,Lakeport Farms  LLC 3228 Hendricks Rd Lakeport  CA 95453 Lakeview Hemp LLC WI Leaflia  Inc.
KY 2020 Hemp Grower 0006,Ancillary,kirmaury28inc@gmail.com TimSparks1@aol.com,9724394388 502-817-4941,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,KY 2020 Hemp Grower 0002,Kutta Pressure Inc KY 2020 Hemp Processor 0012 Louisville  KY KY 2020 Hemp Processor 0014
KY 2020 Hemp Grower 0005,Ancillary,,7144898910 606-416-2419,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,KY 2020 Hemp Grower 0001,Kush Supply Co. 6261 Katella Ave Cypress  CA 90630 KY 2020 Hemp Processor 0012 4893 KY-196 Nancy  KY 42544
KY 2020 Hemp Grower 0004,Ancillary,info@kushley.com,8607108607,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,Kennebec Flower Farm,Kushley  LLC 222 Boston Post R.  Unit #1032 Waterford  CT 06385
KY 2020 Hemp Grower 0003,Ancillary,Brendan@kgcolorado.com,970-640-7575 270-313-9563,Hemp,,,Hemp Cultivator  Seed Banks / Genetics,Kelly Nursery  LLC,KUSH GARDENS LLC De Beque  CO 81630 KY 2020 Hemp Processor 0011 Fordsville  KY 42343 KY 2020 Hemp Processor 0012
KY 2020 Hemp Grower 0002,Ancillary,Brendan@kgcolorado.com Danhauergc@bellsouth.net,9729741485 970-640-7575,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,KCK FARMS LLC,KUSH CBD LLC 811 E Yellow Jacket Ln Rockwall  TX 75087 KUSH GARDENS LLC De Beque  CO 81630 KY 2020 Hemp Processor 0010 Morganfield  KY 42437
KY 2020 Hemp Grower 0001,Ancillary,jay@kurzharvesting.com,270-834-0202  270-590-5104,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1059410AHS  AG-R1065709HGS,Kurz Harvesting LLC 78 Main St  1A Dobbs Ferry  NY 10522 KY 2020 Hemp Processor 0008 Cave City  KY 42127 KY 2020 Hemp Processor 0009
AG-R1070054HGS  AG-R1058812AHS  AG-R1069042HGS  AG-R1069043HGS,JUPITER AGRICULTURAL SEED LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,18-04-05G  19-0544-G  21_0181,
AG-R1044992AHS  AG-R1066436HGS,J R AG LLC,,,Ancillary,,,Hemp Cultivator  Seed Banks / Genetics,AG-R1057173AHS  AG-R1069414HGS,
